client_id,first_name,last_name,gender,age,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,will_churn,churn_date
2508,Наталья,Соловьёва,F,44,Санкт-Петербург,4,779,118076,0,1,1,1,0,
2509,Екатерина,Волкова,F,39,Регион,4,578,37523,231407,1,0,0,0,
2510,Наталья,Волкова,F,23,Регион,6,419,85391,0,2,1,1,0,
2511,Дмитрий,Новиков,M,32,Москва,6,850,157451,41166,2,1,1,0,
2512,Александр,Кузнецов,M,45,Москва,2,671,141038,0,3,1,1,0,
2513,Андрей,Козлов,M,52,Москва,8,728,43543,0,2,1,0,0,
2514,Кирилл,Козлов,M,27,Регион,4,571,71462,31629,1,0,0,0,
2515,Артём,Павлов,M,25,Санкт-Петербург,1,514,93944,152337,2,1,0,1,2026-03-19
2516,Светлана,Воробьёва,F,61,Регион,7,665,60602,200074,1,1,1,0,
2517,Кирилл,Павлов,M,38,Санкт-Петербург,4,451,51559,760615,3,0,1,0,
2518,Артём,Новиков,M,39,Москва,7,623,30000,0,1,1,0,0,
2519,Татьяна,Соколова,F,29,Москва,8,752,35630,0,1,0,0,1,2026-03-20
2520,Максим,Кузнецов,M,41,Москва,6,695,39451,218218,4,1,0,0,
2521,Артём,Смирнов,M,59,Санкт-Петербург,10,675,30000,0,2,1,1,0,
2522,Светлана,Кузнецова,F,41,Санкт-Петербург,6,824,63940,159651,1,1,0,0,
2523,Андрей,Соловьёв,M,51,Регион,4,688,100703,129385,2,0,1,0,
2524,Елена,Волкова,F,38,Москва,10,460,46558,0,1,1,1,0,
2525,Светлана,Голубева,F,26,Регион,5,635,30000,66946,1,0,1,0,
2526,Кирилл,Новиков,M,30,Москва,7,843,55769,82555,1,1,0,0,
2527,Мария,Лебедева,F,25,Регион,3,619,70572,0,3,1,1,0,
2528,Анна,Иванова,F,41,Москва,9,836,67766,169144,2,1,0,0,
2529,Анна,Попова,F,53,Регион,10,752,38844,43172,1,1,1,0,
2530,Анна,Богданова,F,40,Москва,10,609,30000,273682,2,1,1,0,
2531,Анна,Кузнецова,F,34,Москва,4,542,101909,80587,3,0,0,0,
2532,Светлана,Смирнова,F,29,Санкт-Петербург,9,684,73942,81977,2,0,0,0,
2533,Светлана,Морозова,F,42,Москва,7,777,39786,248116,1,0,0,0,
2534,Александр,Морозов,M,23,Санкт-Петербург,1,492,30000,288170,4,1,1,0,
2535,Екатерина,Попова,F,24,Москва,10,662,68430,0,3,1,0,0,
2536,Светлана,Попова,F,49,Регион,5,446,34943,932732,1,0,1,0,
2537,Наталья,Виноградова,F,35,Москва,5,616,75329,0,2,1,1,0,
2538,Никита,Воробьёв,M,34,Санкт-Петербург,4,485,65822,314513,1,1,1,0,
2539,Алексей,Соколов,M,36,Регион,9,706,208177,29755,1,1,1,0,
2540,Елена,Кузнецова,F,47,Регион,1,581,57140,0,1,0,0,0,
2541,Ирина,Иванова,F,40,Москва,4,766,198880,101662,3,1,1,0,
2542,Никита,Воробьёв,M,29,Санкт-Петербург,6,596,62890,0,2,1,0,0,
2543,Сергей,Козлов,M,30,Москва,2,587,40129,0,4,1,0,1,2026-01-25
2544,Максим,Семёнов,M,36,Санкт-Петербург,2,488,31784,19550,2,0,1,0,
2545,Светлана,Волкова,F,42,Санкт-Петербург,6,689,35376,9927,2,1,1,0,
2546,Никита,Новиков,M,38,Регион,6,699,77455,77722,2,0,0,1,2026-04-13
2547,Ксения,Воробьёва,F,37,Регион,8,744,64699,117290,1,1,0,1,2026-01-16
2548,Сергей,Соколов,M,39,Москва,8,716,30000,203531,2,0,0,1,2026-03-16
2549,Александр,Семёнов,M,38,Москва,0,690,110426,401925,1,1,1,0,
2550,Михаил,Семёнов,M,29,Москва,4,710,145240,273408,1,1,1,1,2026-01-09
2551,Елена,Морозова,F,51,Санкт-Петербург,9,720,30000,326435,1,0,0,0,
2552,Артём,Семёнов,M,32,Москва,10,741,109888,30019,2,1,1,1,2026-01-09
2553,Светлана,Семёнова,F,40,Регион,1,497,164367,375284,3,1,1,0,
2554,Ольга,Кузнецова,F,18,Санкт-Петербург,8,604,30000,156293,1,1,0,0,
2555,Артём,Петров,M,35,Регион,2,488,45236,20980,3,0,1,0,
2556,Анна,Козлова,F,25,Санкт-Петербург,8,683,35964,360553,2,1,0,0,
2557,Андрей,Лебедев,M,26,Москва,4,813,107402,34610,2,0,0,0,
2558,Алексей,Морозов,M,67,Москва,1,740,46685,28775,2,1,0,0,
2559,Кирилл,Кузнецов,M,41,Регион,2,589,45582,635048,1,0,0,0,
2560,Дмитрий,Соколов,M,53,Москва,10,701,77092,132918,1,0,1,0,
2561,Светлана,Павлова,F,48,Москва,8,685,152630,0,1,1,0,0,
2562,Юлия,Новикова,F,50,Москва,0,673,57700,52298,1,0,1,1,2026-02-13
2563,Елена,Голубева,F,36,Регион,10,520,45142,354918,1,1,1,0,
2564,Юлия,Голубева,F,57,Регион,9,782,50483,23601,1,0,1,0,
2565,Мария,Иванова,F,48,Москва,5,532,88866,84115,2,0,0,0,
2566,Дмитрий,Волков,M,38,Москва,0,613,30000,84057,2,1,1,0,
2567,Михаил,Петров,M,41,Санкт-Петербург,4,746,59287,2614940,2,1,0,0,
2568,Павел,Виноградов,M,36,Москва,1,613,34110,0,1,1,1,0,
2569,Ольга,Смирнова,F,39,Регион,4,658,30000,0,2,1,1,0,
2570,Екатерина,Иванова,F,37,Санкт-Петербург,3,662,30000,50469,3,1,0,0,
2571,Михаил,Попов,M,43,Регион,7,657,43959,0,3,0,1,0,
2572,Татьяна,Волкова,F,59,Регион,8,662,114375,103926,2,1,0,0,
2573,Мария,Козлова,F,24,Регион,1,671,30000,56589,2,1,0,1,2026-01-06
2574,Елена,Лебедева,F,52,Москва,9,657,82920,275302,3,1,0,0,
2575,Юлия,Павлова,F,34,Регион,7,560,40567,110734,1,1,0,1,2026-04-24
2576,Ксения,Волкова,F,53,Санкт-Петербург,7,495,31633,31284,1,1,1,0,
2577,Юлия,Петрова,F,34,Санкт-Петербург,8,750,73594,0,2,0,0,0,
2578,Наталья,Павлова,F,43,Регион,8,754,131445,0,1,1,0,0,
2579,Максим,Козлов,M,36,Москва,8,684,147089,393461,1,1,1,0,
2580,Анна,Семёнова,F,18,Санкт-Петербург,3,683,70985,281814,3,0,1,1,2026-02-21
2581,Павел,Виноградов,M,59,Москва,7,558,57402,0,1,0,1,0,
2582,Мария,Козлова,F,27,Москва,10,406,75730,0,2,1,1,0,
2583,Александр,Павлов,M,39,Регион,8,625,264654,145397,1,1,1,0,
2584,Алексей,Козлов,M,25,Регион,4,460,50231,25083,1,1,0,1,2026-04-20
2585,Александр,Соколов,M,22,Регион,6,668,118298,218585,1,0,0,0,
2586,Максим,Васильев,M,36,Москва,10,780,41964,429972,1,1,1,0,
2587,Михаил,Лебедев,M,31,Москва,7,588,36374,8166,1,1,1,0,
2588,Александр,Попов,M,24,Санкт-Петербург,8,594,173051,90320,2,0,1,0,
2589,Артём,Соловьёв,M,38,Санкт-Петербург,9,549,59970,90207,2,0,1,0,
2590,Артём,Смирнов,M,20,Регион,4,654,68510,298456,1,0,0,0,
2591,Анна,Иванова,F,40,Регион,3,647,83131,49538,2,1,1,0,
2592,Ольга,Попова,F,36,Регион,3,548,35046,0,1,0,1,0,
2593,Юлия,Морозова,F,18,Регион,4,741,46029,122331,1,1,1,0,
2594,Михаил,Новиков,M,32,Москва,7,850,40732,0,1,1,1,1,2026-01-11
2595,Андрей,Зайцев,M,44,Регион,5,769,73080,129364,2,1,0,0,
2596,Наталья,Воробьёва,F,25,Регион,10,639,74606,290983,2,1,0,0,
2597,Сергей,Попов,M,44,Регион,7,638,41760,0,1,1,1,0,
2598,Никита,Иванов,M,43,Санкт-Петербург,7,599,202129,54366,1,1,1,0,
2599,Ольга,Соколова,F,26,Регион,10,597,58899,104073,2,1,1,0,
2600,Анна,Козлова,F,38,Москва,9,746,63683,195676,2,0,1,0,
2601,Кирилл,Соловьёв,M,48,Регион,0,750,134067,39133,2,1,1,0,
2602,Дарья,Виноградова,F,27,Регион,10,533,35420,44811,1,0,0,0,
2603,Артём,Козлов,M,36,Регион,9,687,43804,0,2,1,1,0,
2604,Елена,Новикова,F,52,Москва,3,761,71062,417836,1,0,0,0,
2605,Михаил,Попов,M,28,Москва,2,615,30000,1367623,2,0,1,0,
2606,Андрей,Семёнов,M,44,Регион,5,629,51924,45029,1,1,0,1,2026-01-11
2607,Дарья,Воробьёва,F,25,Регион,10,720,204951,202553,1,1,0,0,
2608,Александр,Козлов,M,36,Регион,6,722,179403,454600,1,1,1,0,
2609,Ирина,Козлова,F,43,Москва,6,693,102573,25035,2,1,0,0,
2610,Кирилл,Петров,M,18,Регион,2,675,121741,0,1,1,0,0,
2611,Дарья,Морозова,F,32,Регион,9,689,80501,500438,1,0,1,1,2026-03-01
2612,Наталья,Козлова,F,43,Москва,8,622,46216,0,2,1,1,0,
2613,Максим,Семёнов,M,41,Москва,0,538,160516,92865,2,1,0,1,2025-12-31
2614,Ксения,Попова,F,32,Регион,2,494,33884,0,1,1,1,0,
2615,Максим,Виноградов,M,25,Москва,9,710,107053,61677,2,0,1,0,
2616,Иван,Богданов,M,46,Регион,7,661,44112,51529,3,1,0,0,
2617,Никита,Соколов,M,34,Санкт-Петербург,4,696,45735,82320,2,1,0,0,
2618,Елена,Семёнова,F,45,Санкт-Петербург,5,567,82718,915347,2,0,0,0,
2619,Ирина,Кузнецова,F,43,Москва,1,660,202883,0,2,1,0,0,
2620,Анна,Волкова,F,33,Регион,9,658,141096,197344,3,0,0,1,2026-03-01
2621,Дарья,Воробьёва,F,51,Регион,6,778,73369,194875,1,0,1,0,
2622,Мария,Волкова,F,31,Регион,5,735,62176,27191,1,1,1,0,
2623,Александр,Козлов,M,52,Регион,6,576,95692,0,2,1,1,0,
2624,Юлия,Соколова,F,54,Санкт-Петербург,6,700,135822,62865,1,0,1,0,
2625,Анна,Кузнецова,F,51,Регион,4,575,30000,83441,1,0,1,0,
2626,Павел,Богданов,M,36,Санкт-Петербург,1,389,55481,78466,3,1,1,0,
2627,Ольга,Новикова,F,69,Санкт-Петербург,5,823,31842,0,2,1,1,0,
2628,Артём,Зайцев,M,40,Москва,8,613,52512,954829,1,1,1,0,
2629,Алексей,Лебедев,M,41,Москва,0,754,30000,35581,1,0,0,1,2026-01-13
2630,Андрей,Воробьёв,M,38,Регион,4,584,30000,385840,2,1,0,0,
2631,Никита,Лебедев,M,24,Москва,9,569,30000,0,1,1,1,0,
2632,Павел,Васильев,M,54,Регион,6,595,42954,0,1,1,1,0,
2633,Татьяна,Попова,F,31,Регион,0,675,85129,160302,2,1,1,0,
2634,Мария,Богданова,F,49,Санкт-Петербург,9,668,36741,53553,3,1,1,0,
2635,Анна,Козлова,F,52,Москва,0,700,35617,52589,1,1,1,0,
2636,Александр,Кузнецов,M,45,Регион,5,600,75920,86823,2,1,0,1,2026-02-25
2637,Павел,Кузнецов,M,30,Москва,1,654,71116,0,1,1,1,0,
2638,Алексей,Зайцев,M,34,Регион,3,566,166261,204128,3,0,0,1,2026-02-13
2639,Екатерина,Семёнова,F,18,Санкт-Петербург,4,797,104905,0,1,1,0,1,2026-03-19
2640,Андрей,Соколов,M,37,Санкт-Петербург,2,519,32353,217107,1,0,1,0,
2641,Юлия,Воробьёва,F,48,Санкт-Петербург,9,568,40041,0,1,0,0,0,
2642,Ольга,Виноградова,F,35,Санкт-Петербург,6,608,93703,512087,1,1,1,0,
2643,Юлия,Лебедева,F,31,Москва,3,850,35174,231675,2,1,0,0,
2644,Мария,Смирнова,F,34,Москва,3,727,49286,93278,1,1,1,0,
2645,Александр,Кузнецов,M,53,Санкт-Петербург,5,565,30000,0,2,1,1,0,
2646,Светлана,Виноградова,F,37,Регион,3,732,30000,81226,2,1,1,1,2026-02-08
2647,Ирина,Соколова,F,60,Москва,8,702,127469,0,1,0,0,1,2026-04-18
2648,Ирина,Лебедева,F,31,Москва,2,677,66192,206596,1,1,1,0,
2649,Юлия,Козлова,F,41,Москва,7,720,41052,578830,1,1,0,0,
2650,Анна,Волкова,F,33,Санкт-Петербург,4,656,44663,0,2,1,1,0,
2651,Ольга,Павлова,F,63,Москва,2,667,167574,145404,1,0,1,0,
2652,Никита,Попов,M,40,Регион,5,495,40373,0,2,1,1,1,2026-03-30
2653,Ирина,Морозова,F,64,Москва,1,794,79540,38435,2,1,0,0,
2654,Екатерина,Новикова,F,33,Регион,5,605,101000,17846,4,1,0,0,
2655,Алексей,Смирнов,M,56,Москва,7,526,142484,621758,3,0,1,0,
2656,Елена,Соловьёва,F,39,Санкт-Петербург,6,600,35931,210287,1,0,0,0,
2657,Кирилл,Смирнов,M,48,Москва,0,604,30000,87449,2,1,0,0,
2658,Ольга,Смирнова,F,23,Регион,6,570,30878,0,2,1,1,1,2026-02-23
2659,Алексей,Воробьёв,M,42,Регион,0,728,92839,415828,2,0,1,0,
2660,Кирилл,Лебедев,M,25,Москва,4,747,197826,38494,1,1,0,1,2026-02-17
2661,Наталья,Виноградова,F,41,Регион,6,454,94795,24043,1,1,1,0,
2662,Михаил,Соловьёв,M,20,Москва,9,599,40308,0,1,1,1,0,
2663,Кирилл,Семёнов,M,37,Санкт-Петербург,10,606,122112,0,1,1,0,0,
2664,Александр,Воробьёв,M,51,Регион,5,633,45186,42488,2,0,0,0,
2665,Артём,Голубев,M,45,Москва,2,821,36351,373672,2,1,1,0,
2666,Дарья,Волкова,F,23,Санкт-Петербург,9,569,49077,110603,1,1,1,0,
2667,Анна,Голубева,F,18,Москва,3,806,42249,20818,1,1,1,0,
2668,Иван,Голубев,M,44,Регион,6,635,39295,82741,2,1,0,0,
2669,Дарья,Волкова,F,57,Санкт-Петербург,2,807,124624,34055,1,1,1,0,
2670,Сергей,Лебедев,M,26,Регион,4,619,43938,93920,1,0,1,0,
2671,Наталья,Попова,F,63,Москва,5,607,30000,0,1,1,1,0,
2672,Максим,Семёнов,M,38,Регион,8,648,85095,90003,1,1,1,0,
2673,Александр,Богданов,M,18,Москва,9,779,33766,48468,2,1,0,1,2026-03-16
2674,Иван,Соколов,M,19,Регион,1,666,34426,183426,2,1,1,0,
2675,Ирина,Богданова,F,47,Москва,6,671,91194,64379,1,0,0,1,2026-01-07
2676,Наталья,Васильева,F,40,Москва,10,714,38744,203782,2,1,1,1,2026-01-11
2677,Павел,Новиков,M,56,Москва,0,562,45629,158792,2,1,1,0,
2678,Ксения,Иванова,F,24,Регион,6,684,61409,30219,1,0,1,0,
2679,Дарья,Петрова,F,39,Москва,8,587,50423,0,2,0,0,0,
2680,Максим,Павлов,M,38,Санкт-Петербург,1,797,46280,68479,1,1,1,0,
2681,Елена,Соколова,F,36,Регион,7,692,30000,174555,1,1,1,0,
2682,Мария,Виноградова,F,33,Москва,4,719,53975,849619,3,1,1,0,
2683,Дмитрий,Новиков,M,34,Москва,6,446,157641,27321,2,1,0,0,
2684,Светлана,Новикова,F,40,Москва,7,721,87359,31598,2,0,0,0,
2685,Артём,Морозов,M,42,Москва,1,632,47796,339846,1,0,0,0,
2686,Ольга,Волкова,F,41,Санкт-Петербург,0,506,79388,0,1,1,0,0,
2687,Михаил,Воробьёв,M,52,Регион,3,659,87240,84320,2,1,1,0,
2688,Екатерина,Иванова,F,24,Москва,2,498,36126,233961,1,1,1,1,2026-02-09
2689,Александр,Голубев,M,18,Москва,3,711,127300,462822,1,1,1,1,2026-01-14
2690,Екатерина,Семёнова,F,50,Регион,10,793,66029,362385,2,1,1,0,
2691,Наталья,Морозова,F,27,Москва,7,471,49642,44891,3,0,1,0,
2692,Артём,Семёнов,M,33,Санкт-Петербург,3,647,155478,0,1,1,0,0,
2693,Светлана,Козлова,F,31,Регион,6,634,30000,405050,3,1,0,1,2026-02-23
2694,Юлия,Кузнецова,F,30,Москва,1,451,30000,73682,1,1,0,0,
2695,Татьяна,Иванова,F,21,Санкт-Петербург,2,742,87989,163312,1,1,0,0,
2696,Иван,Соловьёв,M,31,Регион,1,713,89720,0,3,1,1,0,
2697,Ирина,Васильева,F,46,Регион,4,850,160825,33256,1,1,1,0,
2698,Алексей,Кузнецов,M,38,Регион,6,700,30000,0,2,1,1,1,2026-04-24
2699,Дмитрий,Петров,M,44,Регион,5,562,100230,0,1,1,1,1,2026-04-26
2700,Татьяна,Воробьёва,F,32,Санкт-Петербург,6,701,30000,261573,1,1,1,0,
2701,Татьяна,Смирнова,F,49,Санкт-Петербург,1,778,76983,21049,2,1,0,0,
2702,Ксения,Смирнова,F,32,Регион,7,604,57583,0,1,1,1,0,
2703,Иван,Соколов,M,18,Регион,6,735,99702,0,2,1,1,0,
2704,Наталья,Волкова,F,42,Регион,10,415,51988,0,2,0,0,0,
2705,Наталья,Иванова,F,47,Москва,2,798,109821,34584,2,1,0,1,2026-01-31
2706,Дмитрий,Петров,M,31,Регион,0,730,36430,0,1,1,0,1,2026-04-08
2707,Татьяна,Голубева,F,52,Москва,5,396,57019,228293,1,1,1,0,
2708,Кирилл,Богданов,M,28,Москва,2,688,67216,0,2,1,1,0,
2709,Андрей,Воробьёв,M,46,Москва,1,451,163738,180466,3,1,1,0,
2710,Екатерина,Новикова,F,59,Москва,2,589,98693,0,3,1,1,0,
2711,Юлия,Васильева,F,38,Регион,7,718,67685,108557,1,1,0,1,2026-02-20
2712,Сергей,Иванов,M,35,Москва,4,636,87894,1721714,1,1,0,0,
2713,Сергей,Зайцев,M,37,Регион,9,776,114886,151025,1,1,0,0,
2714,Сергей,Зайцев,M,58,Санкт-Петербург,1,656,74961,0,2,1,1,1,2026-01-23
2715,Наталья,Соловьёва,F,43,Москва,10,646,32366,0,1,0,1,0,
2716,Павел,Соколов,M,64,Москва,4,760,87293,151186,4,1,0,1,2026-03-16
2717,Татьяна,Семёнова,F,41,Санкт-Петербург,5,616,58866,89021,2,1,0,0,
2718,Анна,Богданова,F,30,Регион,8,647,48446,9571,1,1,0,0,
2719,Иван,Попов,M,31,Москва,5,661,37379,28852,2,1,1,0,
2720,Мария,Васильева,F,39,Москва,1,643,84762,311024,3,0,0,1,2026-04-19
2721,Юлия,Соколова,F,18,Москва,2,766,81406,503343,1,1,0,0,
2722,Татьяна,Лебедева,F,32,Москва,10,583,33747,116794,1,1,0,0,
2723,Максим,Соколов,M,33,Москва,0,567,30833,359764,2,0,1,0,
2724,Алексей,Новиков,M,41,Регион,10,544,186274,0,1,1,0,0,
2725,Андрей,Лебедев,M,61,Москва,7,436,100346,0,1,1,1,0,
2726,Юлия,Соколова,F,39,Москва,5,798,63072,1501437,1,0,1,0,
2727,Ольга,Васильева,F,18,Регион,3,560,86142,19660,2,1,1,0,
2728,Алексей,Виноградов,M,27,Регион,9,626,45223,0,3,1,1,1,2026-01-06
2729,Александр,Петров,M,41,Санкт-Петербург,0,806,53990,49022,2,0,0,0,
2730,Юлия,Соколова,F,39,Регион,7,636,60650,83363,1,1,0,0,
2731,Кирилл,Лебедев,M,57,Регион,2,701,106786,720496,1,1,0,0,
2732,Максим,Соловьёв,M,50,Москва,3,508,30000,0,3,1,0,1,2026-04-27
2733,Дарья,Петрова,F,49,Москва,0,790,32463,72592,2,0,0,0,
2734,Кирилл,Петров,M,35,Регион,6,638,30000,0,1,1,1,0,
2735,Никита,Кузнецов,M,51,Регион,1,548,99895,0,2,1,0,0,
2736,Кирилл,Соколов,M,27,Регион,1,548,56356,34365,2,1,0,1,2026-01-27
2737,Кирилл,Соколов,M,50,Москва,3,819,34550,0,2,1,1,0,
2738,Татьяна,Лебедева,F,35,Регион,5,591,52422,91072,1,1,1,1,2026-03-05
2739,Юлия,Воробьёва,F,21,Москва,10,550,40983,0,2,0,0,0,
2740,Наталья,Попова,F,45,Регион,9,607,30000,19193,1,0,0,0,
2741,Павел,Новиков,M,55,Регион,4,655,127543,111502,3,1,0,1,2026-03-18
2742,Светлана,Васильева,F,33,Москва,6,665,54742,68457,2,0,1,0,
2743,Кирилл,Козлов,M,57,Москва,8,694,129323,0,3,1,0,0,
2744,Мария,Новикова,F,18,Санкт-Петербург,4,673,30000,0,1,1,1,0,
2745,Максим,Новиков,M,24,Регион,8,715,81029,0,1,0,1,0,
2746,Мария,Воробьёва,F,36,Москва,7,623,30000,297751,2,1,1,0,
2747,Кирилл,Смирнов,M,34,Регион,7,850,259686,0,1,0,0,1,2026-01-19
2748,Дмитрий,Козлов,M,30,Москва,10,601,30000,1014572,1,1,1,0,
2749,Никита,Семёнов,M,40,Санкт-Петербург,4,785,175888,165325,2,0,0,0,
2750,Максим,Воробьёв,M,32,Москва,0,590,59166,90179,1,1,1,0,
2751,Александр,Соколов,M,34,Регион,5,507,53656,121602,1,1,0,1,2026-02-03
2752,Юлия,Соловьёва,F,41,Москва,3,483,85272,38394,2,1,1,0,
2753,Татьяна,Петрова,F,30,Санкт-Петербург,0,680,34105,586398,1,1,1,0,
2754,Александр,Виноградов,M,37,Москва,1,766,95900,132301,3,1,1,0,
2755,Дарья,Лебедева,F,30,Регион,5,535,100208,0,2,1,0,0,
2756,Анна,Козлова,F,24,Регион,10,562,60304,0,2,0,1,1,2026-04-23
2757,Ирина,Иванова,F,47,Москва,3,689,69566,0,1,1,0,0,
2758,Наталья,Васильева,F,58,Москва,6,650,190572,47223,1,1,0,0,
2759,Ирина,Петрова,F,51,Москва,1,591,88495,0,3,1,1,1,2026-02-26
2760,Татьяна,Морозова,F,42,Санкт-Петербург,1,522,37447,210921,2,1,0,1,2026-03-28
2761,Ирина,Зайцева,F,30,Регион,8,681,93931,0,1,1,0,0,
2762,Юлия,Голубева,F,35,Санкт-Петербург,6,715,43358,21190,1,1,1,0,
2763,Дмитрий,Павлов,M,51,Санкт-Петербург,2,699,38602,572341,1,1,1,0,
2764,Кирилл,Кузнецов,M,18,Регион,5,653,81437,0,2,1,1,0,
2765,Никита,Морозов,M,34,Санкт-Петербург,6,544,32676,0,1,0,0,0,
2766,Ольга,Попова,F,47,Москва,0,681,61564,232668,1,1,0,0,
2767,Артём,Морозов,M,24,Москва,3,674,89702,58875,3,1,1,1,2026-04-16
2768,Ксения,Петрова,F,43,Москва,9,519,188307,16942,1,1,1,1,2026-02-06
2769,Анна,Богданова,F,43,Регион,3,620,87816,0,1,0,1,0,
2770,Ксения,Голубева,F,21,Москва,7,687,30000,237441,1,1,0,0,
2771,Дмитрий,Волков,M,39,Санкт-Петербург,6,642,30000,0,2,0,0,0,
2772,Мария,Соловьёва,F,31,Москва,0,454,168688,80462,1,0,1,0,
2773,Татьяна,Волкова,F,43,Регион,10,586,40923,84916,3,1,0,0,
2774,Никита,Зайцев,M,46,Москва,10,579,30000,0,1,0,1,0,
2775,Анна,Павлова,F,43,Санкт-Петербург,7,706,32766,126503,1,0,0,0,
2776,Михаил,Голубев,M,39,Москва,1,850,96421,0,1,0,0,0,
2777,Татьяна,Соколова,F,41,Москва,9,663,64068,0,2,1,1,0,
2778,Ксения,Козлова,F,24,Москва,0,530,88292,1214688,2,0,0,0,
2779,Алексей,Голубев,M,38,Санкт-Петербург,5,634,58700,0,1,0,0,0,
2780,Сергей,Смирнов,M,28,Регион,4,651,30893,37698,1,1,1,0,
2781,Павел,Морозов,M,50,Москва,7,726,30000,80506,1,1,1,0,
2782,Максим,Попов,M,46,Регион,1,774,36288,251689,1,1,0,0,
2783,Светлана,Лебедева,F,46,Санкт-Петербург,9,789,64412,0,1,1,1,0,
2784,Сергей,Новиков,M,59,Санкт-Петербург,6,704,30000,0,1,0,0,0,
2785,Дмитрий,Павлов,M,34,Санкт-Петербург,2,650,107984,37851,2,1,0,0,
2786,Екатерина,Смирнова,F,31,Москва,3,798,32858,99179,2,1,0,0,
2787,Дарья,Козлова,F,34,Регион,7,615,30000,107229,2,0,0,0,
2788,Ксения,Соловьёва,F,19,Регион,2,655,59898,12637,2,1,1,1,2026-01-01
2789,Дарья,Голубева,F,20,Регион,3,626,94507,1924432,1,1,1,0,
2790,Алексей,Васильев,M,45,Москва,10,437,146611,55243,3,1,0,0,
2791,Дарья,Волкова,F,21,Регион,9,777,30000,593533,1,1,0,0,
2792,Артём,Соколов,M,25,Москва,3,718,140676,14855,3,1,1,0,
2793,Ксения,Воробьёва,F,37,Санкт-Петербург,6,413,66916,48075,3,1,1,0,
2794,Татьяна,Павлова,F,33,Москва,4,750,41250,0,1,1,1,0,
2795,Наталья,Смирнова,F,49,Москва,2,620,90083,77491,1,1,1,0,
2796,Дарья,Попова,F,39,Регион,3,749,135027,270154,1,1,0,0,
2797,Мария,Васильева,F,28,Регион,1,658,30000,221470,2,0,1,0,
2798,Максим,Соловьёв,M,50,Москва,9,514,46233,0,1,1,0,0,
2799,Татьяна,Соловьёва,F,47,Санкт-Петербург,2,653,43183,0,3,1,1,0,
2800,Анна,Козлова,F,21,Регион,2,560,87168,205874,4,1,1,0,
2801,Дарья,Богданова,F,41,Регион,7,528,143777,18171,1,0,0,1,2026-01-08
2802,Михаил,Кузнецов,M,29,Регион,1,737,62570,116634,1,0,0,0,
2803,Сергей,Попов,M,29,Москва,10,689,50246,225097,4,0,1,0,
2804,Мария,Лебедева,F,60,Москва,9,800,78215,0,1,1,1,0,
2805,Дмитрий,Голубев,M,39,Регион,4,611,52016,0,2,1,1,0,
2806,Дмитрий,Богданов,M,35,Москва,2,554,30000,184226,2,1,0,0,
2807,Никита,Лебедев,M,39,Регион,1,714,81652,14455,2,1,1,1,2026-04-29
2808,Дарья,Попова,F,48,Регион,9,567,108164,80775,1,0,1,0,
2809,Павел,Павлов,M,30,Регион,4,619,114030,0,1,1,1,0,
2810,Никита,Семёнов,M,32,Москва,6,703,30000,254411,2,1,0,0,
2811,Александр,Зайцев,M,46,Регион,1,637,86189,52225,1,1,1,1,2026-03-22
2812,Мария,Петрова,F,20,Регион,9,601,150191,1063180,2,1,0,1,2026-03-17
2813,Дарья,Новикова,F,50,Москва,5,510,273312,50784,1,0,0,0,
2814,Дмитрий,Васильев,M,19,Москва,0,744,79806,26534,1,0,1,0,
2815,Александр,Иванов,M,35,Москва,0,613,108046,447198,1,1,1,0,
2816,Светлана,Иванова,F,19,Москва,10,712,33005,0,2,0,1,0,
2817,Алексей,Морозов,M,25,Регион,0,699,30515,0,2,0,0,0,
2818,Светлана,Петрова,F,54,Регион,3,759,108272,76057,1,1,1,0,
2819,Сергей,Виноградов,M,51,Москва,0,626,30000,66555,1,1,0,0,
2820,Ольга,Новикова,F,52,Санкт-Петербург,0,615,65723,176253,2,0,1,0,
2821,Александр,Зайцев,M,21,Москва,8,539,141260,51395,1,1,1,0,
2822,Светлана,Воробьёва,F,25,Москва,8,596,91817,0,2,1,1,1,2026-04-19
2823,Максим,Смирнов,M,42,Москва,3,684,91459,135072,3,1,0,0,
2824,Юлия,Голубева,F,47,Регион,1,568,58123,0,1,1,1,0,
2825,Наталья,Смирнова,F,28,Регион,2,682,46820,61764,2,1,0,0,
2826,Юлия,Богданова,F,31,Регион,3,797,218134,23537,1,1,0,0,
2827,Алексей,Павлов,M,24,Регион,8,605,125516,236962,2,0,1,0,
2828,Максим,Попов,M,58,Москва,6,519,99484,39276,3,1,1,0,
2829,Екатерина,Кузнецова,F,32,Регион,4,609,60883,84575,3,1,1,0,
2830,Татьяна,Соловьёва,F,38,Москва,0,508,42173,2098929,1,0,0,1,2026-03-15
2831,Михаил,Соколов,M,39,Москва,1,783,114437,11334,2,1,0,1,2026-01-15
2832,Максим,Воробьёв,M,51,Санкт-Петербург,2,658,49805,0,1,0,1,0,
2833,Артём,Семёнов,M,27,Москва,2,577,62769,19108,2,0,0,0,
2834,Ксения,Виноградова,F,52,Москва,5,594,86631,51808,2,0,1,0,
2835,Светлана,Петрова,F,23,Москва,9,532,67892,83214,2,0,0,0,
2836,Ирина,Семёнова,F,52,Москва,4,751,151751,20652,1,0,1,0,
